Protein_ID,experiment,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
design_1,original features,Cytoplasm|Nucleus,Nuclear localization signal,0.5139999985694885,0.603600025177002,0.24480000138282776,0.12399999797344208,0.26170000433921814,0.0027000000700354576,0.06019999831914902,0.025200000032782555,0.01140000019222498,0.004600000102072954
design_2,original features,Nucleus,Nuclear localization signal,0.3630000054836273,0.97079998254776,0.0877000018954277,0.011599999852478504,0.16979999840259552,0.014399999752640724,0.053599998354911804,0.033399999141693115,0.029400000348687172,0.12160000205039978
design_3,original features,Nucleus,Nuclear localization signal,0.32519999146461487,0.83160001039505,0.39640000462532043,0.1315000057220459,0.27239999175071716,0.014800000004470348,0.17739999294281006,0.04500000178813934,0.06589999794960022,0.025200000032782555
design_4,original features,Cytoplasm|Nucleus,Nuclear localization signal,0.6251000165939331,0.8026000261306763,0.23600000143051147,0.026100000366568565,0.09690000116825104,0.02459999918937683,0.05730000138282776,0.006800000090152025,0.032499998807907104,0.09309999644756317
design_5,original features,Cytoplasm|Nucleus,Nuclear localization signal,0.5936999917030334,0.7886999845504761,0.31709998846054077,0.030500000342726707,0.259799987077713,0.07989999651908875,0.15360000729560852,0.03420000150799751,0.13740000128746033,0.28139999508857727
design_6,original features,Cytoplasm|Nucleus,Nuclear localization signal,0.515500009059906,0.8966000080108643,0.5170999765396118,0.07639999687671661,0.20720000565052032,0.053300000727176666,0.05559999868273735,0.016200000420212746,0.05590000003576279,0.2718999981880188
design_7,original features,Nucleus,Nuclear localization signal,0.41290000081062317,0.8835999965667725,0.08250000327825546,0.017999999225139618,0.19329999387264252,0.03240000084042549,0.0778999999165535,0.015399999916553497,0.0333000011742115,0.005900000222027302
design_8,original features,Nucleus,Nuclear localization signal,0.42969998717308044,0.8867999911308289,0.0868000015616417,0.014999999664723873,0.24079999327659607,0.03660000115633011,0.11180000007152557,0.03830000013113022,0.07159999758005142,0.04670000076293945
design_9,original features,Cytoplasm|Nucleus,Nuclear localization signal,0.49399998784065247,0.7886999845504761,0.14249999821186066,0.04179999977350235,0.19130000472068787,0.007899999618530273,0.2750000059604645,0.049400001764297485,0.052299998700618744,0.022700000554323196
design_10,original features,Nucleus,Nuclear localization signal,0.4706000089645386,0.8152999877929688,0.2996000051498413,0.03869999945163727,0.2363000065088272,0.07859999686479568,0.22059999406337738,0.05400000140070915,0.08070000261068344,0.01810000091791153
design_11,original features,Nucleus,Nuclear localization signal,0.4577000141143799,0.8819000124931335,0.11129999905824661,0.023800000548362732,0.05990000069141388,0.011099999770522118,0.2624000012874603,0.019099999219179153,0.05530000105500221,0.049300000071525574
design_12,original features,Cytoplasm|Nucleus,Nuclear localization signal,0.5027999877929688,0.8647000193595886,0.23489999771118164,0.01889999955892563,0.10790000110864639,0.006099999882280827,0.10279999673366547,0.037700001150369644,0.07840000092983246,0.01600000075995922
design_13,original features,Cytoplasm|Nucleus,Nuclear localization signal,0.6445000171661377,0.765999972820282,0.28130000829696655,0.047200001776218414,0.16580000519752502,0.016699999570846558,0.18019999563694,0.051100000739097595,0.15870000422000885,0.12060000002384186
design_14,original features,Nucleus,Nuclear localization signal,0.2971999943256378,0.9713000059127808,0.1014999970793724,0.017899999395012856,0.12099999934434891,0.01850000023841858,0.1712999939918518,0.020500000566244125,0.021900000050663948,0.018300000578165054
design_15,original features,Cytoplasm|Nucleus,Nuclear localization signal,0.5619999766349792,0.9117000102996826,0.08429999649524689,0.017100000753998756,0.09440000355243683,0.0027000000700354576,0.15549999475479126,0.013899999670684338,0.050599999725818634,0.055399999022483826
design_16,original features,Nucleus,Nuclear localization signal,0.3741999864578247,0.8809000253677368,0.4034000039100647,0.05869999900460243,0.18379999697208405,0.01549999974668026,0.1598999947309494,0.028999999165534973,0.06780000030994415,0.021700000390410423
design_17,original features,Cytoplasm|Nucleus,Nuclear localization signal,0.4950999915599823,0.9024999737739563,0.13410000503063202,0.02239999920129776,0.08699999749660492,0.015599999576807022,0.2515999972820282,0.03280000016093254,0.08449999988079071,0.030300000682473183
design_18,original features,Cytoplasm|Nucleus,Nuclear localization signal,0.4853000044822693,0.9309999942779541,0.4253999888896942,0.04270000010728836,0.08709999918937683,0.09610000252723694,0.028300000354647636,0.0044999998062849045,0.008500000461935997,0.031599998474121094
design_19,original features,Cytoplasm|Nucleus,Nuclear localization signal,0.6938999891281128,0.5546000003814697,0.4171000123023987,0.1462000012397766,0.2425999939441681,0.012299999594688416,0.1088000014424324,0.03999999910593033,0.10970000177621841,0.03790000081062317
design_20,original features,Nucleus|Extracellular,Nuclear localization signal,0.2827000021934509,0.7520999908447266,0.7139000296592712,0.12849999964237213,0.5393000245094299,0.023499999195337296,0.08969999849796295,0.06909999996423721,0.1339000016450882,0.0763000026345253
design_21,original features,Nucleus,Nuclear localization signal,0.4041999876499176,0.909500002861023,0.18790000677108765,0.03720000013709068,0.09950000047683716,0.009200000204145908,0.18029999732971191,0.03889999911189079,0.039799999445676804,0.0066999997943639755
design_22,original features,Cytoplasm|Nucleus,Nuclear localization signal,0.5268999934196472,0.7671999931335449,0.3082999885082245,0.06120000034570694,0.25270000100135803,0.01720000058412552,0.09610000252723694,0.03449999913573265,0.08910000324249268,0.08169999718666077
design_23,original features,Nucleus,Nuclear localization signal,0.43849998712539673,0.8708999752998352,0.07440000027418137,0.026799999177455902,0.13289999961853027,0.03020000085234642,0.20829999446868896,0.02459999918937683,0.07590000331401825,0.05790000036358833
