ProtID,experiment,Cell.membrane,Cytoplasm,Endoplasmic.reticulum,Extracellular,Golgi.apparatus,Lysosome/Vacuole,Mitochondrion,Nucleus,Peroxisome,Plastid
design_1,original+LLPhyScore features,0.0478000007569789,0.629800021648407,0.329800009727478,0.0886000022292137,0.0740000009536743,0.0916000008583068,0.1463000029325485,0.7190999984741211,0.0027000000700354,0.002199999988079
design_2,original+LLPhyScore features,0.0700000002980232,0.2196999937295913,0.1098999977111816,0.4535000026226043,0.0368999987840652,0.0419999994337558,0.1930000036954879,0.901099979877472,0.0553000010550022,0.0164000000804662
design_3,original+LLPhyScore features,0.0162000004202127,0.3896999955177307,0.1372999995946884,0.5246000289916992,0.0351999998092651,0.026300000026822,0.1491000056266784,0.9172000288963318,0.0943000018596649,0.0135000003501772
design_4,original+LLPhyScore features,0.0241999998688697,0.3709999918937683,0.1717000007629394,0.13230000436306,0.0408000014722347,0.0882999971508979,0.2730999886989593,0.940400004386902,0.0068999999202787,0.0496999993920326
design_5,original+LLPhyScore features,0.0706000030040741,0.5288000106811523,0.17739999294281,0.2930000126361847,0.066600002348423,0.0553000010550022,0.1714999973773956,0.7698000073432922,0.0586999990046024,0.0052999998442828
design_6,original+LLPhyScore features,0.05180000141263,0.5074999928474426,0.1419000029563903,0.2371000051498413,0.0786999985575676,0.0403999984264373,0.1807000041007995,0.8241999745368958,0.0093999998643994,0.0111999996006488
design_7,original+LLPhyScore features,0.0423999987542629,0.4745000004768371,0.2016000002622604,0.6068000197410583,0.1422999948263168,0.066500000655651,0.2888000011444092,0.5891000032424927,0.0386999994516372,0.0996999964118003
design_8,original+LLPhyScore features,0.0324000008404254,0.402099996805191,0.0579999983310699,0.2698999941349029,0.0359999984502792,0.0335999988019466,0.1724999994039535,0.8695999979972839,0.0741000026464462,0.0716999992728233
design_9,original+LLPhyScore features,0.0165999997407197,0.4372999966144562,0.1110000014305114,0.0509999990463256,0.0282000005245208,0.0293000005185604,0.0882999971508979,0.9211999773979188,0.009800000116229,0.0044999998062849
design_10,original+LLPhyScore features,0.018300000578165,0.4532999992370605,0.0856999978423118,0.1527999937534332,0.0269000008702278,0.0434999987483024,0.210999995470047,0.8880000114440918,0.0346999987959861,0.0264999996870756
design_11,original+LLPhyScore features,0.0285000000149011,0.5374000072479248,0.1150999963283538,0.2014999985694885,0.0125000001862645,0.0255999993532896,0.1328999996185302,0.8715000152587891,0.1032000035047531,0.0163000002503395
