Protein_ID,experiment,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
design_1,original+LLPhyScore features,Nucleus,,0.3862999975681305,0.4817999899387359,0.2991999983787536,0.0310999993234872,0.251800000667572,0.0188999995589256,0.2104000002145767,0.0920000001788139,0.1976999938488006,0.2190999984741211
design_2,original+LLPhyScore features,Cytoplasm,,0.4397999942302704,0.4099999964237213,0.3371999859809875,0.1280000060796737,0.3172000050544739,0.0238000005483627,0.1835999935865402,0.05180000141263,0.1414999961853027,0.1546999961137771
design_3,original+LLPhyScore features,Cytoplasm,,0.6172000169754028,0.4208000004291534,0.1653999984264373,0.1753000020980835,0.4084999859333038,0.0254999995231628,0.0856999978423118,0.048700001090765,0.095100000500679,0.0923999994993209
design_4,original+LLPhyScore features,Cytoplasm|Nucleus|Mitochondrion,,0.5946999788284302,0.5407999753952026,0.2470999956130981,0.0736000016331672,0.7330999970436096,0.0258000008761882,0.0631000027060508,0.0375000014901161,0.0776999965310096,0.0763000026345253
design_5,original+LLPhyScore features,Cytoplasm,Peroxisomal targeting signal,0.4814999997615814,0.4927000105381012,0.1588000059127807,0.127700001001358,0.5618000030517578,0.0234999991953372,0.0877000018954277,0.0449000000953674,0.1037999987602233,0.5406000018119812
design_6,original+LLPhyScore features,Cytoplasm,,0.4751000106334686,0.3781999945640564,0.1695999950170517,0.1609999984502792,0.3508999943733215,0.0073000001721084,0.2070000022649765,0.128600001335144,0.2149000018835067,0.414000004529953
design_7,original+LLPhyScore features,Cytoplasm|Nucleus,,0.5853000283241272,0.5386000275611877,0.3416999876499176,0.1474000066518783,0.3614999949932098,0.0103000001981854,0.0980999991297721,0.0549999997019767,0.2187999933958053,0.124499998986721
design_8,original+LLPhyScore features,Cytoplasm,Peroxisomal targeting signal,0.5123000144958496,0.4293999969959259,0.2440000027418136,0.1738000065088272,0.2619000077247619,0.0142000000923872,0.0912000015377998,0.0843999981880188,0.2389000058174133,0.2386000007390976
design_9,original+LLPhyScore features,Cytoplasm,Peroxisomal targeting signal,0.6128000020980835,0.324099987745285,0.2700999975204468,0.0736000016331672,0.3287000060081482,0.0408999994397163,0.0800999999046325,0.0228000003844499,0.0520999990403652,0.6966999769210815
design_10,original+LLPhyScore features,Cytoplasm|Mitochondrion,Peroxisomal targeting signal,0.9279999732971193,0.2141000032424926,0.0401000007987022,0.101000003516674,0.6482999920845032,0.0935999974608421,0.4347000122070312,0.0289999991655349,0.4365000128746032,0.067900002002716
design_11,original+LLPhyScore features,Cytoplasm,,0.5670999884605408,0.4260999858379364,0.1851000040769577,0.1843000054359436,0.31700000166893,0.017400000244379,0.0505999997258186,0.0507999993860721,0.12219999730587,0.4916999936103821
design_12,original+LLPhyScore features,Cytoplasm|Nucleus,Nuclear localization signal,0.4952000081539154,0.7527999877929688,0.1318999975919723,0.0640000030398368,0.2345999926328659,0.0048000002279877,0.0463000014424324,0.050900001078844,0.0986000001430511,0.1579000055789947
design_13,original+LLPhyScore features,Peroxisome,,0.4602999985218048,0.3456999957561493,0.3429000079631805,0.3109000027179718,0.4419000148773193,0.0162000004202127,0.0603000000119209,0.0641999989748001,0.0882999971508979,0.4812000095844269
design_14,original+LLPhyScore features,Nucleus,,0.3781000077724457,0.5044000148773193,0.1687999963760376,0.1482000052928924,0.539900004863739,0.0234999991953372,0.0458000004291534,0.031599998474121,0.0819000005722045,0.1523000001907348
design_15,original+LLPhyScore features,Cytoplasm|Nucleus,,0.4830000102519989,0.5769000053405762,0.1789000034332275,0.0706000030040741,0.4052999913692474,0.0121999997645616,0.1278000026941299,0.0370000004768371,0.0588999986648559,0.0568000003695488
design_16,original+LLPhyScore features,Cytoplasm|Nucleus,,0.4934000074863434,0.5304999947547913,0.1814000010490417,0.1041999980807304,0.3160000145435333,0.0208999998867511,0.1154000014066696,0.1515000015497207,0.1791000068187713,0.3050000071525574
design_17,original+LLPhyScore features,Nucleus,,0.4521999955177307,0.4582000076770782,0.3991000056266784,0.1467999964952469,0.395900011062622,0.0333000011742115,0.0573999993503093,0.0344999991357326,0.0776000022888183,0.1030000001192092
