Protein_ID,experiment,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
design_1,LLPhyScore features,Cytoplasm|Nucleus|Mitochondrion,Nuclear localization signal,Soluble,0.4814000129699707,0.6442000269889832,0.4318999946117401,0.3815999925136566,0.6705999970436096,0.0298999994993209,0.400299996137619,0.1790000051259994,0.3896999955177307,0.0297999996691942,0.2012999951839447,0.0474999994039535,0.2045000046491623,0.8568999767303467
design_2,LLPhyScore features,Cytoplasm,,Soluble,0.4411999881267547,0.4550999999046325,0.2137999981641769,0.1451999992132187,0.1854999959468841,0.0199999995529651,0.2026000022888183,0.0359999984502792,0.1119000017642974,0.1150000020861625,0.3188000023365021,0.0478000007569789,0.0696000009775161,0.8844000101089478
design_3,LLPhyScore features,Cytoplasm|Nucleus,,Soluble,0.598800003528595,0.656000018119812,0.257099986076355,0.0350000001490116,0.0794999971985817,0.0065999999642372,0.24719999730587,0.0131000000983476,0.0313999988138675,0.0667999982833862,0.0324999988079071,0.0680999979376792,0.0753000006079673,0.9420999884605408
design_4,LLPhyScore features,Nucleus,Nuclear localization signal,Soluble,0.3118000030517578,0.5170000195503235,0.536300003528595,0.1014999970793724,0.3246999979019165,0.006800000090152,0.1582999974489212,0.0487999990582466,0.1165999993681907,0.1045999974012374,0.1455000042915344,0.0776999965310096,0.2106000036001205,0.8529999852180481
design_5,LLPhyScore features,Nucleus,,Soluble,0.4560000002384186,0.7597000002861023,0.2111999988555908,0.0214000009000301,0.2108000069856643,0.0046999999321997,0.2117999941110611,0.0434999987483024,0.0472999997437,0.1580000072717666,0.0489999987185001,0.0711999982595443,0.0920000001788139,0.932799994945526
design_6,LLPhyScore features,Cytoplasm,,Soluble,0.6075000166893005,0.4736000001430511,0.1798000037670135,0.1624999940395355,0.4327999949455261,0.0109000001102685,0.1257999986410141,0.0115000000223517,0.0781000033020973,0.0720999985933303,0.1045000031590461,0.0707999989390373,0.2754999995231628,0.89410001039505
design_7,LLPhyScore features,Cytoplasm|Nucleus,Nuclear localization signal,Soluble,0.5236999988555908,0.9146000146865844,0.0285999998450279,0.0368000008165836,0.0401999987661838,0.0006000000284984,0.2696999907493591,0.0276999995112419,0.0344999991357326,0.0063000000081956,0.0175000000745058,0.0815000012516975,0.0794000029563903,0.9402999877929688
design_8,LLPhyScore features,Cytoplasm|Nucleus,,Soluble,0.5044999718666077,0.6614999771118164,0.3576000034809112,0.0310999993234872,0.1118000000715255,0.0068999999202787,0.1562000066041946,0.0152000002562999,0.0115000000223517,0.1252000033855438,0.0732999965548515,0.0513000003993511,0.0861999988555908,0.9519000053405762
design_9,LLPhyScore features,Cytoplasm,,Soluble,0.5001999735832214,0.4050000011920929,0.4081000089645386,0.2567000091075897,0.2020999938249588,0.0065999999642372,0.2495999932289123,0.1571999937295913,0.2574000060558319,0.0055999998003244,0.1805000007152557,0.031199999153614,0.2533000111579895,0.9121999740600586
design_10,LLPhyScore features,Cytoplasm|Nucleus,Nuclear localization signal,Soluble,0.5472999811172485,0.9253000020980836,0.2037000060081482,0.0162000004202127,0.2712000012397766,0.0013999999500811,0.0956000015139579,0.0366000011563301,0.0289999991655349,0.0043999999761581,0.0320999994874,0.0441000014543533,0.0524000003933906,0.9563000202178956
